"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11703","Normal/Others","WS/MP224/2025-2026/192534-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Gram Chhindli me dwitiya shreni sadak Nirman (Ramlal ghar se nadi tak 1000 Miter)","Smt. Phulo Devi Netam (2020-26) (NaN-NaN)","Elected MP","Images","07-Aug-2025","1999836"
"11704","Normal/Others","WS/MP062/2024-2025/10681-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Vasna (Junadisa) Ta- Disa : Dalit samaj Adliya vas & Ramapir temple Near shed","Shri Dineshchandra Jemalbhai Anavadiya (2021-23) (NaN-NaN)","Elected MP","Images","04-Aug-2025","400000"
"11705","Normal/Others","WS/MP214/2023-2024/3001-Installing tube-wells and borewells","West Bengal","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Installation of Tubewells and Borewells at Madhupur Chandpara SSK, Bagdha GP.","Shri Sukhendu Sekhar Ray (2017-23) (NaN-NaN)","Elected MP","Images","17-Jul-2025","108521"
"11706","Normal/Others","WS/MP18409/2025-2026/158740-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement of road from Rajadiha to Nadi Bandha village, of Vill/ G.P -Areikhana","Shri Debashish Samantaray (2024-30) (NaN-NaN)","Elected MP","Images","04-Jun-2025","500000"
"11707","Normal/Others","WS/MP170/2024-2025/150332-Construction of community centers and community halls","Telangana","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","Construction of Community hall in Karne thanda, Shapur of Ghanpur (M), Wanaparthy (Dist.)","Shri K.R. Suresh Reddy (2020-26) (NaN-NaN)","Elected MP","Images","04-Jun-2025","899799"
"11708","Normal/Others","WS/EXRS005/2025-2026/202045-Construction of boundary walls of existing public and community buildings","Maharashtra","BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA)","Construction of security wall in Panchsheel Bouddh Vihar area at Mauja Jaitpur Tah-Lakhandur Dist-Bhandara","Shri Praful Patel (2016-22) (NaN-NaN)","Elected MP","Images","10-Jun-2025","411861"
"11709","Normal/Others","WS/MP214/2023-2024/3002-Installing tube-wells and borewells","West Bengal","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Installation of Tubewells and Borewells at Rampur, Ghosh Para near Shib Mandir.","Shri Sukhendu Sekhar Ray (2017-23) (NaN-NaN)","Elected MP","Images","17-Jul-2025","118485"
"11710","Repair and Renovation","WS/MP142/2024-2025/181885-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Construction of Special repair of existing E.I for Emergency,Trauma, OPD, D-Addiction, Blood bank  and providing LED Tubelights for Dental, T.B Section etc.","Shri Sanjeev Arora (2022-25) (NaN-NaN)","Elected MP","Images","25-Jul-2025","236963"
"11711","Normal/Others","WS/MP214/2023-2024/3004-Installing tube-wells and borewells","West Bengal","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Installation of Tubewells and Borewells at Kamdebkati, Beside Sebak Pally GSFP School.","Shri Sukhendu Sekhar Ray (2017-23) (NaN-NaN)","Elected MP","Images","17-Jul-2025","105931"
"11712","Normal/Others","WS/MP214/2023-2024/3011-Installing tube-wells and borewells","West Bengal","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Installation of Tubewells and Borewells at Purba polta, Kayputrapara Bat tala","Shri Sukhendu Sekhar Ray (2017-23) (NaN-NaN)","Elected MP","Images","17-Jul-2025","132023"
"11713","Normal/Others","WS/MP069/2024-2025/145168-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Construction of block paving road from Jitubhai Darjee's house to toward kanyashala at Timbi village","Shri Shaktisinh Gohil (2020-26) (NaN-NaN)","Elected MP","Images","04-Jun-2025","500000"
"11714","Normal/Others","WS/MP067/2024-2025/145256-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","pevarblock work from ruprn river up to kanya shala (2)pevarblock from dhirubhai babar house's up to timbi moli road","Shri Mokariya Rambhai (2021-26) (NaN-NaN)","Elected MP","Images","02-Aug-2025","300000"
"11715","Normal/Others","WS/MP160/2025-2026/175953-Purchase of furniture and fixtures for educational purposes","Tamil Nadu","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Govt High school infrastructure","Shri G.K. Vasan (2020-26) (NaN-NaN)","Elected MP","N/A","04-Jun-2025","499750"
"11716","Normal/Others","WS/MP160/2025-2026/175954-Purchase of furniture and fixtures for educational purposes","Tamil Nadu","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Govt High school infrastructure","Shri G.K. Vasan (2020-26) (NaN-NaN)","Elected MP","N/A","04-Jun-2025","499750"
"11717","Normal/Others","WS/MP164/2024-2025/152208-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Laying of CC Road at Mozhiyanur Colony","Shri C. Ve. Shanmugam (2022-26) (NaN-NaN)","Elected MP","Images","04-Jun-2025","249875"
"11718","Normal/Others","WS/MP874/2024-2025/133452-Construction of community centers and community halls","Delhi","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Construction of Indoor stadium hall Near Vivekanand  Shiksha Samiti Village. Charno Ka Bas (Alakhpura) P.S. Maulasar, Disstict Didwana  Kuchaman Working Agency Gram Panchayat Brangana, Panchayat Samiti Didwana","Shri Mahesh Jethmalani (2021-24) (NaN-NaN)","Elected MP","N/A","24-Oct-2025","3498000"
"11719","Normal/Others","WS/MP115/2025-2026/115879-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Yograj Date ke niwas se Lalchand Meshram ke niwas tak Cement Concrete Road","Shri Praful Patel (2022-24) (NaN-NaN)","Elected MP","Images","05-Jun-2025","499984"
"11720","Normal/Others","WS/MP064/2024-2025/80406-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Construction of public librarie hall in Virpur (Palitana) Village","Dr. Mansukh Mandaviya (2018-24) (NaN-NaN)","Elected MP","Images","05-Jun-2025","499948"
"11721","Normal/Others","WS/MP174/2024-2025/30625-Construction of community centers and community halls","Sikkim","Mangan(DISTRICT COLLECTOR MANGAN_IDA)","Construction of Community Centre at Bringkatam Lower Dzongu, North Sikkim.","Shri Hishey Lachungpa (2018-24) (NaN-NaN)","Elected MP","Images","05-Jun-2025","1597227"
"11722","Normal/Others","WS/MP174/2023-2024/69906-Construction of boundary walls of existing public and community buildings","Sikkim","Mangan(DISTRICT COLLECTOR MANGAN_IDA)","Construction of Boundary Wall at Rawphu (Zeema II) Lachen, North Sikkim.","Shri Hishey Lachungpa (2018-24) (NaN-NaN)","Elected MP","Images","05-Jun-2025","199980"
"11723","Normal/Others","WS/EXRS005/2025-2026/202041-Street lights","Maharashtra","NASHIK(DISTRICT COLLECTOR NASHIK_IDA)","District Nashik Tal. Chandwad Gram. Malkhane Digambar Jain Samaj Mokar Tirtha Jain Mandir Village Solar Street Light Construction from Main Temple to Guru Sthal","Shri Praful Patel (2016-22) (NaN-NaN)","Elected MP","Images","09-Jun-2025","1497610"
"11724","Normal/Others","WS/MP121/2025-2026/137022-Construction of common work sheds/ common covered sitting area","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Construction of common work sheds/ common covered sitting area","Shri Ramdas Bandu Athawale (2020-26) (NaN-NaN)","Elected MP","Images","05-Jun-2025","999000"
"11725","Normal/Others","WS/MP172/2024-2025/127968-Providing drains and gutters for public drainage","Telangana","KAMAREDDY(District Collector Kamareddy_IDA)","Construction of under ground drainage in Brindavan Colony, Ward No.7, Kamareddy town.","Shri Joginipally Santosh Kumar (2018-24) (NaN-NaN)","Elected MP","N/A","24-Jul-2025","300000"
"11726","Normal/Others","WS/MP224/2025-2026/192513-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Gram Dundabedma me Dwitiya Shreni sadak Nirman (Mayaram Ghar se siyaram khet tak 1000 mitre)","Smt. Phulo Devi Netam (2020-26) (NaN-NaN)","Elected MP","Images","11-Jul-2025","2000000"
"11727","Normal/Others","WS/MP089/2024-2025/87795-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Development of Road at Abalakatte Village, Goni Tumkur Grama Panchayath, Turuvekere Taluk, Tumkur District.(S.C)","Shri H.D. Devegowda (2020-26) (NaN-NaN)","Elected MP","Images","13-Jun-2025","499249"
"11728","Normal/Others","WS/MP025/2025-2026/136472-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA)","Laying of CC Road in Gollamudipadu Village,  Ponnuru Mandal, Guntur Dist","Shri Venkataramana Rao Mopidevi (2020-24) (NaN-NaN)","Elected MP","Images","05-Jun-2025","494311"
"11729","Normal/Others","WS/MP224/2025-2026/192514-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Gram Dhanora me dwitiya shreni sadak Nirman (Shiv mandavi Ghar se prathmik Shala tak 1000 mitre)","Smt. Phulo Devi Netam (2020-26) (NaN-NaN)","Elected MP","Images","11-Jul-2025","1999384"
"11730","Normal/Others","WS/MP224/2025-2026/192515-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Gram Dhanora me dwitiya shreni sadak Nirman (prathmik shala dhruwa para se khali badi sarhad tak 1000 Mitre)","Smt. Phulo Devi Netam (2020-26) (NaN-NaN)","Elected MP","Images","11-Jul-2025","1999812"
"11731","Normal/Others","WS/MP224/2025-2026/192516-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","Gram Pipra me dwitiya shreni sadak Nirman (sukalu ghar se bisnath khet tak 1000 mitre)","Smt. Phulo Devi Netam (2020-26) (NaN-NaN)","Elected MP","Images","10-Sep-2025","1999979"
"11732","Normal/Others","WS/MP18409/2024-2025/156974-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Construction of cc road with guard wall from Khetrapal( Narendrapur) Bauri Sahi to R.D road, Uchhapada G.P","Shri Debashish Samantaray (2024-30) (NaN-NaN)","Elected MP","Images","05-Jun-2025","900000"
"11733","Normal/Others","WS/MP080/2024-2025/109574-Development of playground","Himachal Pradesh","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Construction of Lying Paver at Play ground of GSSS Udaipur	G.P.- Udaipur","Shri Jagat Prakash Nadda (2018-24) (NaN-NaN)","Elected MP","N/A","21-Feb-2026","300000"
"11734","Normal/Others","WS/EXRS016/2024-2025/148460-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Construction of Health Sub Center in Kottara Ward, Veliyam Gramapanchayat","Shri K. Somaprasad (2016-22) (NaN-NaN)","Elected MP","N/A","05-Jun-2025","103088"
"11735","Normal/Others","WS/MP170/2025-2026/166365-Construction of community centers and community halls","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","CONSTRUCTION OF COMMUNITY HALL IN PADMASHALI GALLI, NARAYANPUR (V), NAVIPET (M), NIZAMABAD (DIST.).","Shri K.R. Suresh Reddy (2020-26) (NaN-NaN)","Elected MP","N/A","10-Jun-2025","500000"
"11736","Normal/Others","WS/MP122/2025-2026/146038-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Construction of Concrete Road at Misalwadi,Ghera Purandar (ST)","Shri Sharad Pawar (2020-26) (NaN-NaN)","Elected MP","Images","05-Jun-2025","498943"
"11737","Normal/Others","WS/MP837/2025-2026/132636-Construction of public libraries and reading rooms","Gujarat","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","construction of library in Grambandhu Mahavidyalaya Shahabad","Dr. Sonal Mansingh (2018-24) (NaN-NaN)","Elected MP","Images","01-Oct-2025","224836"
"11738","Normal/Others","WS/MP837/2025-2026/132637-Construction of rooms and halls in school and colleges","Gujarat","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","construction of one room in Grambandhu Mahavidyalaya Shahabad","Dr. Sonal Mansingh (2018-24) (NaN-NaN)","Elected MP","Images","01-Oct-2025","224647"
"11739","Normal/Others","WS/MP152/2025-2026/184072-Lighting of public spaces","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Supply and Erection of 16Mtrs High mast light at Opposite of State Bank of India in Puliangudi Municipality","Shri Vaiko (2019-25) (NaN-NaN)","Elected MP","N/A","10-Jun-2025","996173"
"11740","Normal/Others","WS/MP170/2025-2026/138409-Construction of community centers and community halls","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Construction of Community hall near Gandhi Statue, before H.No. 8-83 in Narsingapoor (V).","Shri K.R. Suresh Reddy (2020-26) (NaN-NaN)","Elected MP","N/A","06-Jun-2025","453384"
"11741","Normal/Others","WS/MP170/2025-2026/150320-Construction of community centers and community halls","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Construction of Community Hall near Gandhi Statue before H.No. 8-84 in Narsingapoor (V), Dichpally (M), Nizamabad (Dist.)","Shri K.R. Suresh Reddy (2020-26) (NaN-NaN)","Elected MP","N/A","06-Jun-2025","443234"
"11742","Normal/Others","WS/MP135/2024-2025/165702-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Construction of CC Road from Sethi Sahi to Sapneswar Mandir Chhak at Village, GP Alapua,Block-Pattamundai","Shri Muzibulla Khan (2020-26) (NaN-NaN)","Elected MP","Images","06-Jun-2025","250000"
"11743","Normal/Others","WS/MP142/2023-2024/47105-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Interlock tiles in village street","Shri Sanjeev Arora (2022-25) (NaN-NaN)","Elected MP","Images","17-Mar-2026","300000"
"11744","Normal/Others","WS/MP142/2023-2024/47129-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Construction of road from Balmiki temple to Gill village","Shri Sanjeev Arora (2022-25) (NaN-NaN)","Elected MP","Images","27-Apr-2026","300000"
"11745","Normal/Others","WS/MP232/2024-2025/149293-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","GUNA(District Collector Guna_IDA)","Construction of Gravel Road from Kalikarad to Leelveh Jalalpur Road under Jalalpura Gram Panchayat, Block Chauchora Dist. Guna","Shri Digvijaya Singh (2020-26) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","485844"
"11746","Normal/Others","WS/MP064/2024-2025/95419-Construction of buildings for crèches and anganwadies","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Construction of buildings for crèches and Anganwadis In At.Ranparda (Khara) Village","Dr. Mansukh Mandaviya (2018-24) (NaN-NaN)","Elected MP","Images","06-Jun-2025","932367"
"11747","Normal/Others","WS/MP158/2025-2026/195549-Construction of buildings for community cultural activities","Tamil Nadu","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","Multipurpose Centre at Pannandur Village and Pt.","Dr. M. Thambi Durai (2020-26) (NaN-NaN)","Elected MP","Images","06-Jun-2025","696141"
"11748","Normal/Others","WS/MP123/2025-2026/189793-Construction of toilet blocks","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Construction of three toilet blocks for Hilgreen School and Junior college at Pisoli, for Kerala peoples education Society Pune District, Maharashtra","Shri V. Muraleedharan (2018-24) (NaN-NaN)","Elected MP","Images","11-Jun-2025","1216379"
"11749","Normal/Others","WS/MP115/2025-2026/193796-Providing drains and gutters for public drainage","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Th. Gondia under Gondia City in Ward 11 Near Ganesh Mandir Near Shree Borkar to c. J. Construction of Cement Concrete Channel on road leading to Company Security Wall","Shri Praful Patel (2022-24) (NaN-NaN)","Elected MP","Images","07-Jun-2025","497384"
"11750","Normal/Others","WS/MP135/2024-2025/156448-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","Construction of Harijan sahi Masani Concrete Road At/PO- Taragam, Block- Nabrangpur, District- Nabrangpur","Shri Muzibulla Khan (2020-26) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","300000"
"11751","Normal/Others","WS/MP135/2024-2025/156451-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","Constrction of concrete road from Bhatara sahi-dhoba Sahi At/PO- Taragam, Block- Nabrangpur","Shri Muzibulla Khan (2020-26) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","300000"
"11752","Normal/Others","WS/MP128/2025-2026/134418-Construction of rooms and halls in school and colleges","Meghalaya","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","Construction of School Building for the Lawmei Presbyterian Sec School, Lawmei, BPO Diengiei.","Dr. Wanweiroy Kharlukhi (2020-26) (NaN-NaN)","Elected MP","N/A","19-Jan-2026","1000000"
"11753","Normal/Others","WS/MP164/2024-2025/147955-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA)","Laying of CC Road at Deevanur","Shri C. Ve. Shanmugam (2022-26) (NaN-NaN)","Elected MP","Images","09-Jun-2025","249830"
"11754","Repair and Renovation","WS/MP075/2023-2024/49261-Construction of community centers and community halls","Haryana","JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR)","Repair and flooring in Dagar Choupal on Panchayat Land","Shri Deepender Singh Hooda (2020-24) (NaN-NaN)","Elected MP","Images","09-Jun-2025","499389"
